booking_id,hotel_id,guest_id,room_type_id,promotion_id,booking_date,check_in_date,check_out_date,stay_nights,adults,children,booking_channel,booking_status,cancellation_flag,cancellation_date,adr_try,room_revenue_try,food_beverage_revenue_try,other_revenue_try,gross_revenue_try,cancellation_fee_try,realized_revenue_try,nationality
B08246,H001,G01099,RT06,P002,2026-06-11,2026-06-20,2026-06-27,7,3,1,Corporate,Completed,0,,9504.91,66534.37,12951.49,3937.01,83422.87,0.0,83422.87,British
B08247,H001,G02534,RT04,P000,2025-08-31,2025-10-14,2025-10-16,2,2,0,Travel Agent,Completed,0,,4995.95,9991.9,892.37,267.63,11151.9,0.0,11151.9,British
B08248,H001,G00451,RT01,P000,2026-08-29,2026-10-15,2026-10-21,6,3,1,Booking.com,Confirmed,0,,2537.89,15227.34,2989.5,642.25,18859.09,0.0,18859.09,British
B08249,H001,G00958,RT03,P000,2026-04-18,2026-06-02,2026-06-08,6,2,0,Travel Agent,Completed,0,,5997.12,35982.72,3383.81,2316.72,41683.25,0.0,41683.25,German
B08250,H001,G00597,RT01,P000,2025-08-29,2025-09-13,2025-09-19,6,4,0,Corporate,Completed,0,,3760.24,22561.44,3304.25,702.75,26568.44,0.0,26568.44,British
B08251,H001,G01265,RT02,P002,2025-06-29,2025-07-14,2025-07-18,4,2,0,Direct Website,Completed,0,,4874.88,19499.52,1765.04,517.92,21782.48,0.0,21782.48,Turkish
B08252,H001,G02278,RT01,P003,2026-08-24,2026-10-24,2026-10-30,6,1,1,Direct Phone,Confirmed,0,,2503.51,15021.06,2635.03,964.67,18620.76,0.0,18620.76,Russian
B08253,H001,G00372,RT01,P000,2026-11-01,2026-11-19,2026-11-21,2,1,0,Travel Agent,Confirmed,0,,2398.57,4797.14,877.66,219.1,5893.9,0.0,5893.9,Turkish
B08254,H001,G01064,RT01,P000,2025-09-12,2025-09-25,2025-09-28,3,3,0,Expedia,Completed,0,,3897.58,11692.74,1125.15,475.56,13293.45,0.0,13293.45,German
B08255,H001,G00556,RT01,P005,2026-06-13,2026-07-27,2026-07-28,1,2,2,Direct Website,Completed,0,,3632.97,3632.97,560.48,48.72,4242.17,0.0,4242.17,German
B08256,H001,G01330,RT06,P000,2026-08-14,2026-09-17,2026-09-19,2,4,1,Travel Agent,Confirmed,0,,11001.83,22003.66,2641.98,1476.96,26122.6,0.0,26122.6,British
B08257,H001,G01141,RT04,P004,2025-10-06,2025-10-09,2025-10-11,2,4,0,Corporate,Completed,0,,5044.45,10088.9,2021.43,443.41,12553.74,0.0,12553.74,Turkish
B08258,H001,G00289,RT02,P000,2025-10-24,2025-11-21,2025-11-27,6,2,0,Corporate,Cancelled,1,2025-11-14,3133.04,18798.24,3903.35,1156.44,23858.03,0.0,0.0,British
B08259,H001,G01993,RT01,P000,2026-06-19,2026-07-29,2026-08-02,4,2,0,Direct Website,Completed,0,,4431.07,17724.28,1839.32,642.52,20206.12,0.0,20206.12,British
B08260,H001,G00950,RT03,P003,2026-06-28,2026-07-19,2026-07-24,5,2,0,Booking.com,Cancelled,1,2026-07-02,5746.53,28732.65,2607.35,1095.06,32435.06,0.0,0.0,French
B08261,H001,G01591,RT03,P006,2026-06-29,2026-07-24,2026-07-27,3,2,0,Direct Website,Completed,0,,6686.51,20059.53,3203.83,809.09,24072.45,0.0,24072.45,German
B08262,H001,G01196,RT02,P006,2025-08-27,2025-09-26,2025-09-27,1,2,0,Direct Phone,Completed,0,,4219.19,4219.19,614.65,240.45,5074.29,0.0,5074.29,Turkish
B08263,H001,G01516,RT04,P000,2025-09-01,2025-09-22,2025-09-25,3,2,0,Travel Agent,Completed,0,,6416.6,19249.8,3448.63,817.28,23515.71,0.0,23515.71,German
B08264,H001,G01118,RT02,P006,2026-01-22,2026-02-21,2026-02-23,2,2,0,Direct Phone,Completed,0,,2623.18,5246.36,818.02,77.35,6141.73,0.0,6141.73,German
B08265,H001,G00098,RT01,P000,2026-09-30,2027-01-19,2027-01-21,2,2,1,Corporate,Cancelled,1,2026-12-08,2251.3,4502.6,361.32,303.86,5167.78,675.39,675.39,British
B08266,H001,G02325,RT05,P000,2025-07-23,2025-11-07,2025-11-12,5,2,0,Booking.com,Cancelled,1,2025-11-02,5517.23,27586.15,4269.11,1886.87,33742.13,0.0,0.0,British
B08267,H001,G01174,RT01,P001,2026-06-10,2026-07-23,2026-07-26,3,3,2,Booking.com,Cancelled,1,2026-06-21,3936.62,11809.86,1398.06,154.19,13362.11,0.0,0.0,Turkish
B08268,H001,G01880,RT03,P000,2025-07-07,2025-08-26,2025-08-27,1,2,0,Direct Website,Completed,0,,7416.8,7416.8,1554.78,84.9,9056.48,0.0,9056.48,British
B08269,H001,G01456,RT01,P000,2026-09-29,2026-10-29,2026-11-01,3,2,0,Direct Website,Confirmed,0,,3229.49,9688.47,1409.41,635.86,11733.74,0.0,11733.74,Turkish
B08270,H001,G01805,RT02,P006,2026-08-04,2026-09-19,2026-09-22,3,2,0,Direct Website,Confirmed,0,,4539.54,13618.62,1104.08,217.42,14940.12,0.0,14940.12,British
B08271,H001,G01552,RT01,P001,2026-08-20,2026-09-11,2026-09-14,3,2,0,Booking.com,Confirmed,0,,3196.77,9590.31,1981.51,235.01,11806.83,0.0,11806.83,British
B08272,H001,G02541,RT01,P000,2026-09-12,2026-10-20,2026-10-22,2,3,1,Direct Phone,Confirmed,0,,3008.64,6017.28,541.35,322.4,6881.03,0.0,6881.03,Turkish
B08273,H001,G02053,RT02,P000,2025-09-25,2025-10-08,2025-10-15,7,2,0,Corporate,Cancelled,1,2025-10-06,4157.55,29102.85,3625.73,1095.44,33824.02,4365.43,4365.43,British
B08274,H001,G02154,RT01,P000,2026-05-07,2026-05-22,2026-05-25,3,2,0,Booking.com,Completed,0,,3197.22,9591.66,836.55,533.42,10961.63,0.0,10961.63,Turkish
B08275,H001,G01548,RT02,P002,2026-07-30,2026-08-24,2026-08-28,4,3,0,Expedia,Confirmed,0,,4912.63,19650.52,4131.53,610.38,24392.43,0.0,24392.43,Turkish
B08276,H001,G01608,RT01,P001,2026-03-02,2026-04-18,2026-04-19,1,2,0,Direct Website,Cancelled,1,2026-04-10,2241.71,2241.71,185.42,91.76,2518.89,0.0,0.0,British
B08277,H001,G01791,RT06,P000,2026-09-25,2026-10-23,2026-10-26,3,1,0,Direct Phone,Cancelled,1,2026-10-11,8854.84,26564.52,2737.53,964.37,30266.42,0.0,0.0,British
B08278,H001,G00344,RT02,P001,2025-09-17,2025-10-09,2025-10-15,6,2,2,Travel Agent,Completed,0,,3295.5,19773.0,2027.23,683.48,22483.71,0.0,22483.71,British
B08279,H001,G01561,RT04,P000,2025-04-01,2025-05-23,2025-05-26,3,3,2,Travel Agent,Completed,0,,5690.57,17071.71,2865.22,345.69,20282.62,0.0,20282.62,British
B08280,H001,G00151,RT02,P001,2025-12-24,2026-01-01,2026-01-03,2,3,0,Corporate,Cancelled,1,2025-12-26,2701.81,5403.62,645.69,226.89,6276.2,810.54,810.54,British
B08281,H001,G00237,RT02,P001,2025-08-13,2025-10-20,2025-10-24,4,3,2,Direct Website,Completed,0,,3533.5,14134.0,2536.49,633.08,17303.57,0.0,17303.57,British
B08282,H001,G02252,RT01,P003,2025-08-11,2025-09-12,2025-09-20,8,2,0,Direct Website,Completed,0,,3042.77,24342.16,2200.6,864.6,27407.36,0.0,27407.36,British
B08283,H001,G02419,RT05,P003,2026-08-25,2026-09-15,2026-09-20,5,2,0,Booking.com,Confirmed,0,,7153.44,35767.2,4688.63,2094.99,42550.82,0.0,42550.82,British
B08284,H001,G02229,RT04,P000,2025-06-10,2025-08-10,2025-08-15,5,2,1,Direct Website,Completed,0,,8236.96,41184.8,6929.1,959.96,49073.86,0.0,49073.86,German
B08285,H001,G00206,RT03,P004,2025-08-26,2025-09-09,2025-09-10,1,2,0,Corporate,Completed,0,,5348.03,5348.03,657.61,238.77,6244.41,0.0,6244.41,German
B08286,H001,G00737,RT01,P003,2026-09-09,2026-11-04,2026-11-10,6,2,0,Corporate,Confirmed,0,,1992.94,11957.64,1067.16,316.23,13341.03,0.0,13341.03,German
B08287,H001,G00656,RT01,P000,2026-09-13,2026-09-23,2026-09-24,1,1,0,Travel Agent,Confirmed,0,,3695.99,3695.99,738.11,159.38,4593.48,0.0,4593.48,German
B08288,H001,G01493,RT02,P006,2026-06-10,2026-07-11,2026-07-13,2,2,0,Direct Website,Completed,0,,4971.9,9943.8,1633.63,460.46,12037.89,0.0,12037.89,French
B08289,H001,G00444,RT02,P004,2026-07-23,2026-09-12,2026-09-14,2,2,0,Booking.com,Confirmed,0,,4485.53,8971.06,1918.49,528.75,11418.3,0.0,11418.3,Turkish
B08290,H001,G01070,RT05,P000,2026-05-23,2026-06-21,2026-06-28,7,2,2,Booking.com,Completed,0,,8233.72,57636.04,12475.5,946.18,71057.72,0.0,71057.72,Turkish
B08291,H001,G01412,RT03,P000,2026-08-21,2026-09-23,2026-09-27,4,2,0,Booking.com,Confirmed,0,,5478.95,21915.8,3929.02,1045.55,26890.37,0.0,26890.37,British
B08292,H001,G00721,RT01,P003,2026-08-14,2026-09-12,2026-09-18,6,3,0,Direct Website,Confirmed,0,,2997.74,17986.44,1571.46,472.58,20030.48,0.0,20030.48,Turkish
B08293,H001,G01642,RT03,P006,2025-07-15,2025-09-16,2025-09-23,7,2,1,Direct Website,Completed,0,,5321.03,37247.21,5798.3,2263.01,45308.52,0.0,45308.52,Russian
B08294,H001,G00496,RT04,P000,2025-08-13,2025-09-29,2025-10-07,8,2,0,Expedia,Completed,0,,6317.47,50539.76,7180.68,2742.99,60463.43,0.0,60463.43,British
B08295,H001,G02135,RT04,P000,2025-10-25,2025-11-14,2025-11-18,4,4,1,Booking.com,Completed,0,,4550.28,18201.12,2419.47,642.56,21263.15,0.0,21263.15,British
B08296,H001,G00440,RT02,P000,2026-12-30,2027-01-05,2027-01-07,2,3,0,Booking.com,Confirmed,0,,3050.77,6101.54,906.15,149.89,7157.58,0.0,7157.58,Turkish
B08297,H001,G01246,RT04,P005,2026-07-25,2026-09-06,2026-09-11,5,3,1,Travel Agent,Cancelled,1,2026-09-02,6716.29,33581.45,3669.47,1680.65,38931.57,5037.22,5037.22,Turkish
B08298,H001,G00843,RT06,P002,2026-06-10,2026-07-14,2026-07-20,6,2,0,Booking.com,Completed,0,,9502.76,57016.56,9427.21,2177.51,68621.28,0.0,68621.28,British
B08299,H001,G00076,RT01,P004,2025-08-26,2025-10-22,2025-10-23,1,1,0,Travel Agent,Completed,0,,2615.85,2615.85,357.63,104.66,3078.14,0.0,3078.14,British
B08300,H001,G00598,RT01,P000,2026-04-01,2026-05-01,2026-05-05,4,2,0,Expedia,Completed,0,,2626.48,10505.92,1557.59,260.11,12323.62,0.0,12323.62,British
B08301,H001,G01796,RT04,P000,2026-08-29,2026-09-15,2026-09-17,2,2,0,Travel Agent,Confirmed,0,,7418.59,14837.18,2778.52,989.01,18604.71,0.0,18604.71,Turkish
B08302,H001,G01746,RT01,P000,2026-11-10,2026-12-06,2026-12-08,2,3,0,Direct Phone,Confirmed,0,,2166.78,4333.56,735.84,279.7,5349.1,0.0,5349.1,British
B08303,H001,G00069,RT03,P000,2025-12-28,2026-01-01,2026-01-06,5,4,0,Booking.com,Cancelled,1,2025-12-29,3522.1,17610.5,3555.4,1181.72,22347.62,0.0,0.0,Russian
B08304,H001,G01832,RT02,P006,2026-10-22,2026-11-05,2026-11-09,4,2,0,Direct Website,Confirmed,0,,2716.66,10866.64,1908.89,537.61,13313.14,0.0,13313.14,British
B08305,H001,G02185,RT02,P000,2026-10-30,2026-11-17,2026-11-20,3,2,0,Booking.com,Confirmed,0,,3185.21,9555.63,1025.78,175.65,10757.06,0.0,10757.06,British
B08306,H001,G00988,RT01,P005,2025-06-11,2025-08-12,2025-08-15,3,2,0,Booking.com,Cancelled,1,2025-06-20,3815.99,11447.97,1938.87,295.62,13682.46,1717.2,1717.2,Turkish
B08307,H001,G01467,RT02,P003,2025-08-24,2025-09-11,2025-09-18,7,4,0,Booking.com,Completed,0,,4151.28,29058.96,5511.34,384.71,34955.01,0.0,34955.01,Turkish
B08308,H001,G02045,RT01,P000,2025-05-27,2025-05-29,2025-06-01,3,3,0,Booking.com,Completed,0,,2995.88,8987.64,1359.48,334.48,10681.6,0.0,10681.6,Turkish
B08309,H001,G01725,RT01,P000,2026-09-18,2026-11-18,2026-11-21,3,3,2,Direct Website,Confirmed,0,,2234.04,6702.12,689.16,246.3,7637.58,0.0,7637.58,Russian
B08310,H001,G01243,RT06,P000,2026-10-27,2026-11-26,2026-12-01,5,2,1,Corporate,Confirmed,0,,6594.46,32972.3,6438.67,2113.47,41524.44,0.0,41524.44,German
B08311,H001,G00475,RT02,P001,2026-07-29,2026-09-17,2026-09-25,8,4,0,Expedia,Confirmed,0,,4365.13,34921.04,4760.19,1947.56,41628.79,0.0,41628.79,British
B08312,H001,G01212,RT01,P000,2026-08-30,2026-09-17,2026-09-21,4,2,0,Corporate,Confirmed,0,,3745.45,14981.8,3272.53,297.29,18551.62,0.0,18551.62,Turkish
B08313,H001,G00622,RT06,P000,2026-04-05,2026-04-11,2026-04-15,4,2,1,Travel Agent,Completed,0,,7776.65,31106.6,2727.94,2064.58,35899.12,0.0,35899.12,Turkish
B08314,H001,G02164,RT02,P000,2026-12-07,2027-01-01,2027-01-05,4,2,0,Booking.com,Cancelled,1,2026-12-25,2955.58,11822.32,1156.48,765.9,13744.7,0.0,0.0,British
B08315,H001,G01330,RT01,P006,2025-09-19,2025-09-24,2025-10-04,10,2,0,Direct Website,Completed,0,,3463.79,34637.9,3444.0,1338.35,39420.25,0.0,39420.25,British
B08316,H001,G00616,RT01,P000,2026-10-28,2026-11-12,2026-11-14,2,2,2,Booking.com,Confirmed,0,,2356.61,4713.22,952.35,91.37,5756.94,0.0,5756.94,Turkish
B08317,H001,G00927,RT02,P000,2025-05-10,2025-05-31,2025-06-02,2,3,2,Travel Agent,Completed,0,,3909.15,7818.3,1183.89,249.7,9251.89,0.0,9251.89,German
B08318,H001,G00178,RT03,P000,2025-10-07,2025-10-11,2025-10-14,3,1,0,Booking.com,Cancelled,1,2025-10-09,4634.84,13904.52,2993.78,238.01,17136.31,0.0,0.0,German
B08319,H001,G01445,RT01,P002,2025-07-26,2025-08-19,2025-08-21,2,3,0,Direct Phone,Completed,0,,4027.87,8055.74,944.67,284.23,9284.64,0.0,9284.64,German
B08320,H001,G02108,RT05,P000,2026-02-03,2026-03-10,2026-03-13,3,3,0,Booking.com,Completed,0,,5357.26,16071.78,3168.0,244.7,19484.48,0.0,19484.48,British
B08321,H001,G02028,RT01,P000,2026-08-25,2026-09-20,2026-09-24,4,2,0,Direct Website,Confirmed,0,,3715.17,14860.68,2319.55,486.76,17666.99,0.0,17666.99,Turkish
B08322,H001,G02252,RT01,P001,2026-08-07,2026-09-24,2026-09-27,3,4,0,Booking.com,Confirmed,0,,3064.94,9194.82,1092.61,242.51,10529.94,0.0,10529.94,British
B08323,H001,G01348,RT01,P000,2026-04-03,2026-05-14,2026-05-18,4,3,0,Travel Agent,Cancelled,1,2026-04-14,3173.28,12693.12,1603.67,235.52,14532.31,0.0,0.0,British
B08324,H001,G00920,RT04,P000,2025-12-25,2025-12-28,2026-01-01,4,2,0,Booking.com,Completed,0,,3784.55,15138.2,2037.01,974.37,18149.58,0.0,18149.58,Turkish
B08325,H001,G00680,RT01,P006,2025-07-07,2025-10-10,2025-10-12,2,4,0,Direct Phone,Completed,0,,2661.46,5322.92,963.82,56.88,6343.62,0.0,6343.62,Turkish
B08326,H001,G01265,RT05,P002,2025-07-11,2025-08-14,2025-08-19,5,2,1,Booking.com,Completed,0,,9133.82,45669.1,3672.86,1472.62,50814.58,0.0,50814.58,Turkish
B08327,H001,G00565,RT01,P001,2025-05-21,2025-06-01,2025-06-04,3,2,0,Direct Website,Completed,0,,2888.3,8664.9,1555.66,320.88,10541.44,0.0,10541.44,Turkish
B08328,H001,G00340,RT01,P000,2026-03-30,2026-04-26,2026-04-28,2,3,1,Booking.com,Cancelled,1,2026-04-18,2385.3,4770.6,878.98,186.96,5836.54,0.0,0.0,Turkish
B08329,H001,G00900,RT03,P000,2026-03-31,2026-05-20,2026-05-30,10,1,0,Booking.com,Completed,0,,4889.59,48895.9,7787.52,1621.43,58304.85,0.0,58304.85,German
B08330,H001,G00088,RT02,P000,2025-06-28,2025-07-31,2025-08-02,2,4,0,Expedia,Completed,0,,5851.4,11702.8,1140.89,557.4,13401.09,0.0,13401.09,British
B08331,H001,G00896,RT03,P000,2026-01-16,2026-02-21,2026-02-26,5,1,0,Corporate,Cancelled,1,2026-02-14,3441.32,17206.6,1440.4,188.09,18835.09,0.0,0.0,German
B08332,H001,G00943,RT02,P000,2026-02-18,2026-03-17,2026-03-21,4,4,0,Travel Agent,Completed,0,,2905.99,11623.96,1036.63,156.28,12816.87,0.0,12816.87,British
B08333,H001,G02242,RT01,P000,2025-11-22,2025-12-05,2025-12-09,4,3,2,Travel Agent,Completed,0,,2156.22,8624.88,1175.27,175.83,9975.98,0.0,9975.98,Turkish
B08334,H001,G01134,RT01,P002,2025-07-23,2025-09-07,2025-09-10,3,2,0,Direct Website,Cancelled,1,2025-08-02,3426.58,10279.74,1688.73,114.41,12082.88,0.0,0.0,Turkish
B08335,H001,G01286,RT01,P001,2026-08-03,2026-10-07,2026-10-08,1,3,2,Direct Website,Confirmed,0,,2602.22,2602.22,491.12,125.22,3218.56,0.0,3218.56,British
B08336,H001,G02338,RT04,P001,2025-03-29,2025-04-01,2025-04-06,5,2,0,Booking.com,Completed,0,,4004.54,20022.7,3423.82,509.42,23955.94,0.0,23955.94,Turkish
B08337,H001,G02205,RT01,P005,2025-06-17,2025-08-25,2025-08-28,3,4,0,Direct Phone,Completed,0,,3625.27,10875.81,1168.34,290.0,12334.15,0.0,12334.15,Turkish
B08338,H001,G02179,RT04,P003,2026-07-07,2026-07-24,2026-08-01,8,2,0,Booking.com,Completed,0,,6957.71,55661.68,11841.24,1320.9,68823.82,0.0,68823.82,British
B08339,H001,G01716,RT05,P000,2026-12-21,2027-01-12,2027-01-19,7,2,0,Booking.com,Confirmed,0,,5120.42,35842.94,4357.42,421.54,40621.9,0.0,40621.9,Turkish
B08340,H001,G00697,RT03,P001,2026-05-10,2026-05-23,2026-05-24,1,2,0,Corporate,Completed,0,,4333.29,4333.29,942.82,289.47,5565.58,0.0,5565.58,British
B08341,H001,G01919,RT06,P000,2025-09-11,2025-10-13,2025-10-15,2,2,0,Corporate,Completed,0,,7756.29,15512.58,1969.53,541.12,18023.23,0.0,18023.23,British
B08342,H001,G00228,RT02,P000,2025-07-23,2025-10-01,2025-10-02,1,4,1,Direct Website,Completed,0,,4109.68,4109.68,764.79,90.68,4965.15,0.0,4965.15,Turkish
B08343,H001,G01155,RT01,P000,2025-06-07,2025-08-16,2025-08-19,3,2,0,Booking.com,Completed,0,,3975.92,11927.76,1375.45,434.22,13737.43,0.0,13737.43,French
B08344,H001,G02212,RT01,P000,2026-04-06,2026-05-02,2026-05-03,1,2,0,Direct Website,Completed,0,,2661.25,2661.25,454.96,99.97,3216.18,0.0,3216.18,Turkish
B08345,H001,G02057,RT03,P000,2026-08-30,2026-10-30,2026-11-02,3,3,2,Booking.com,Confirmed,0,,4936.88,14810.64,1359.55,263.53,16433.72,0.0,16433.72,Turkish
B08346,H001,G01578,RT01,P000,2026-07-16,2026-08-06,2026-08-12,6,4,0,Booking.com,Completed,0,,4716.04,28296.24,6158.17,557.45,35011.86,0.0,35011.86,Russian
B08347,H001,G02068,RT02,P006,2025-04-17,2025-05-11,2025-05-16,5,2,0,Direct Website,Completed,0,,3562.8,17814.0,3440.72,292.0,21546.72,0.0,21546.72,Turkish
B08348,H001,G01430,RT02,P000,2025-08-08,2025-08-20,2025-08-24,4,3,2,Booking.com,Completed,0,,5710.99,22843.96,2320.23,1362.49,26526.68,0.0,26526.68,German
B08349,H001,G00444,RT01,P004,2025-03-06,2025-04-13,2025-04-14,1,2,0,Corporate,Completed,0,,2405.86,2405.86,516.79,55.08,2977.73,0.0,2977.73,Turkish
B08350,H001,G02257,RT01,P002,2026-07-13,2026-08-06,2026-08-08,2,2,0,Corporate,Completed,0,,3937.53,7875.06,1654.03,215.48,9744.57,0.0,9744.57,Turkish
B08351,H001,G02434,RT05,P000,2026-07-03,2026-11-17,2026-11-21,4,3,2,Direct Website,Confirmed,0,,5831.47,23325.88,5072.58,318.52,28716.98,0.0,28716.98,Turkish
B08352,H001,G01403,RT02,P000,2026-07-18,2026-08-12,2026-08-17,5,2,0,Travel Agent,Completed,0,,6348.49,31742.45,2885.23,1919.67,36547.35,0.0,36547.35,German
B08353,H001,G00373,RT06,P000,2026-04-18,2026-05-26,2026-05-31,5,2,0,Expedia,Completed,0,,9180.82,45904.1,5605.58,1839.81,53349.49,0.0,53349.49,Turkish
B08354,H001,G00124,RT02,P000,2026-09-17,2026-11-03,2026-11-04,1,3,1,Booking.com,Confirmed,0,,3105.21,3105.21,671.35,31.57,3808.13,0.0,3808.13,British
B08355,H001,G00841,RT01,P006,2025-05-31,2025-06-17,2025-06-18,1,2,0,Direct Website,Completed,0,,3303.86,3303.86,543.0,120.24,3967.1,0.0,3967.1,German
B08356,H001,G01208,RT02,P001,2026-09-22,2026-09-28,2026-10-01,3,2,0,Corporate,Confirmed,0,,4760.71,14282.13,2866.46,367.21,17515.8,0.0,17515.8,British
B08357,H001,G01140,RT01,P005,2025-06-06,2025-07-01,2025-07-04,3,2,0,Booking.com,Cancelled,1,2025-06-20,3719.64,11158.92,912.91,271.58,12343.41,0.0,0.0,German
B08358,H001,G00019,RT02,P000,2025-10-08,2025-11-12,2025-11-15,3,2,0,Corporate,Completed,0,,3106.88,9320.64,1036.7,186.93,10544.27,0.0,10544.27,Turkish
B08359,H001,G00336,RT02,P000,2026-09-19,2026-11-18,2026-11-22,4,2,0,Direct Website,Confirmed,0,,2939.04,11756.16,1439.56,469.88,13665.6,0.0,13665.6,Turkish
B08360,H001,G00051,RT06,P003,2026-12-14,2027-01-24,2027-01-29,5,3,0,Direct Website,Cancelled,1,2027-01-02,5054.01,25270.05,3366.88,313.05,28949.98,0.0,0.0,British
B08361,H001,G00295,RT01,P000,2026-04-08,2026-05-22,2026-05-25,3,3,0,Travel Agent,Completed,0,,2900.56,8701.68,908.62,244.24,9854.54,0.0,9854.54,Turkish
B08362,H001,G01882,RT04,P003,2026-07-22,2026-11-25,2026-11-30,5,2,0,Direct Website,Confirmed,0,,3790.29,18951.45,2519.15,1061.77,22532.37,0.0,22532.37,Russian
B08363,H001,G02130,RT02,P004,2026-09-03,2026-11-06,2026-11-08,2,4,2,Travel Agent,Confirmed,0,,2927.32,5854.64,881.31,114.0,6849.95,0.0,6849.95,Turkish
B08364,H001,G02053,RT01,P000,2026-02-08,2026-02-18,2026-02-20,2,4,0,Travel Agent,Completed,0,,2203.41,4406.82,692.11,97.91,5196.84,0.0,5196.84,British
B08365,H001,G02069,RT05,P003,2025-06-20,2025-08-27,2025-09-01,5,3,1,Corporate,Completed,0,,9412.96,47064.8,6913.94,718.98,54697.72,0.0,54697.72,Turkish
B08366,H001,G01689,RT02,P000,2025-09-29,2025-10-22,2025-10-25,3,2,0,Corporate,Completed,0,,3884.25,11652.75,1864.37,737.51,14254.63,0.0,14254.63,British
B08367,H001,G01281,RT03,P003,2025-03-07,2025-04-09,2025-04-15,6,3,0,Direct Phone,Completed,0,,3475.08,20850.48,4320.17,1410.78,26581.43,0.0,26581.43,Turkish
B08368,H001,G02116,RT02,P001,2025-02-25,2025-03-22,2025-03-24,2,2,0,Corporate,Completed,0,,2877.76,5755.52,783.43,100.52,6639.47,0.0,6639.47,British
B08369,H001,G01832,RT03,P000,2026-01-07,2026-02-10,2026-02-12,2,3,1,Direct Website,Completed,0,,3407.97,6815.94,902.79,231.91,7950.64,0.0,7950.64,British
B08370,H001,G00020,RT01,P005,2026-06-04,2026-07-17,2026-07-20,3,3,1,Travel Agent,Cancelled,1,2026-06-24,3885.5,11656.5,2169.74,471.92,14298.16,0.0,0.0,British
B08371,H001,G00875,RT04,P000,2026-05-20,2026-06-18,2026-06-22,4,2,0,Travel Agent,Completed,0,,6624.85,26499.4,2224.6,1440.17,30164.17,0.0,30164.17,British
B08372,H001,G00984,RT02,P006,2026-06-05,2026-06-21,2026-06-25,4,2,0,Direct Phone,Cancelled,1,2026-06-06,4580.92,18323.68,2065.73,1232.45,21621.86,2748.55,2748.55,British
B08373,H001,G02118,RT02,P000,2026-02-03,2026-02-19,2026-02-22,3,2,2,Corporate,Completed,0,,2910.42,8731.26,1693.09,179.66,10604.01,0.0,10604.01,Turkish
B08374,H001,G01797,RT02,P006,2026-09-23,2026-11-09,2026-11-12,3,2,0,Direct Phone,Confirmed,0,,2682.66,8047.98,1269.68,436.38,9754.04,0.0,9754.04,British
B08375,H001,G01928,RT02,P000,2026-10-06,2026-10-12,2026-10-16,4,2,0,Travel Agent,Confirmed,0,,3652.39,14609.56,1936.58,522.58,17068.72,0.0,17068.72,British
B08376,H001,G00254,RT04,P000,2026-10-30,2026-12-01,2026-12-04,3,2,0,Booking.com,Cancelled,1,2026-11-26,3769.46,11308.38,1977.47,364.86,13650.71,0.0,0.0,Turkish
B08377,H001,G01322,RT01,P006,2025-06-11,2025-07-11,2025-07-15,4,2,1,Direct Phone,Completed,0,,3670.84,14683.36,3188.07,547.63,18419.06,0.0,18419.06,Turkish
B08378,H001,G02391,RT02,P000,2026-05-02,2026-05-28,2026-06-01,4,4,0,Expedia,Completed,0,,4152.51,16610.04,2795.57,1004.71,20410.32,0.0,20410.32,British
B08379,H001,G01980,RT03,P000,2025-09-13,2025-10-27,2025-11-01,5,3,0,Booking.com,Completed,0,,4633.12,23165.6,2053.67,770.77,25990.04,0.0,25990.04,British
B08380,H001,G02070,RT01,P000,2025-02-21,2025-04-21,2025-04-24,3,2,1,Expedia,Completed,0,,2860.52,8581.56,1094.44,369.69,10045.69,0.0,10045.69,Turkish
B08381,H001,G02332,RT01,P000,2025-05-03,2025-06-23,2025-06-29,6,2,0,Travel Agent,Completed,0,,3698.34,22190.04,4648.36,411.61,27250.01,0.0,27250.01,British
B08382,H001,G00238,RT04,P000,2025-04-06,2025-04-24,2025-04-26,2,2,0,Expedia,Completed,0,,5368.5,10737.0,1272.38,184.83,12194.21,0.0,12194.21,Turkish
B08383,H001,G00824,RT01,P000,2026-05-30,2026-06-11,2026-06-14,3,2,0,Direct Website,Completed,0,,3723.02,11169.06,1102.97,615.52,12887.55,0.0,12887.55,French
B08384,H001,G02273,RT02,P004,2026-03-02,2026-04-28,2026-04-29,1,1,0,Travel Agent,Completed,0,,3254.3,3254.3,706.71,198.23,4159.24,0.0,4159.24,Turkish
B08385,H001,G01280,RT03,P005,2026-08-05,2026-09-03,2026-09-05,2,3,0,Booking.com,Confirmed,0,,5530.96,11061.92,1350.68,118.17,12530.77,0.0,12530.77,Turkish
B08386,H001,G01692,RT01,P000,2026-03-02,2026-03-29,2026-03-31,2,2,1,Booking.com,Completed,0,,2382.11,4764.22,582.03,147.07,5493.32,0.0,5493.32,German
B08387,H001,G00840,RT02,P006,2026-09-25,2026-10-30,2026-11-03,4,3,1,Direct Website,Confirmed,0,,3781.02,15124.08,1687.44,925.79,17737.31,0.0,17737.31,Turkish
B08388,H001,G02520,RT03,P000,2026-09-30,2026-10-23,2026-10-27,4,2,0,Booking.com,Confirmed,0,,4654.13,18616.52,3674.27,1063.5,23354.29,0.0,23354.29,Turkish
B08389,H001,G01944,RT06,P000,2026-08-03,2026-08-26,2026-08-30,4,3,1,Direct Website,Confirmed,0,,12882.32,51529.28,7410.14,1808.2,60747.62,0.0,60747.62,Turkish
